,cleaned_hm,ground_truth_category
8957,We had a few warm days and decided to open the hot tub early. It felt good after a long day to sit in the warm water and relax. ,enjoy_the_moment
8958,The kitten snuggled next to me all night long.,affection
8959,I was looking for a particular colored comforter for my new daybed and found it after months and months of searching. It is just what I wanted,achievement
8960,My baby tried cookies for the first time and it was really cute.,affection
8961,We completed and have maintained our first saltwater tank. ,achievement
8962,I got all my work done before the weekend.,achievement
8963,"I took my daughter down to a special spot near the river, just the two of us.",affection
8964,My husband was stopping to get something to eat and he took the time to text me and ask me if I needed anything. ,affection
8965,I found a pair of black pants in my size for only $5.,achievement
8966,My boss complimented my work in front of the whole staff.,achievement
8967,My daughter started using the potty by herself except at nighttime.  ,affection
8968,I went for a trip with my wife.,affection
8969,I went for a trip.,leisure
8970,My son was born. I was so happy that pregnancy was over and that he was finally here. It's been such a joy seeing his little face every day after months of being pregnant and miserable.,affection
8971,Going hiking and having a picnic with my daughter.,affection
8972,got promotion in my job,achievement
8973,My brother got married last weekend and it made me tear up as he watched his bride walk down the aisle with tears in his eyes. To witness the love they share for one another was very beautiful to see. ,affection
8974,I figured out how to uninstall apps from my kids kindle fire instead of removing them from device which I had previously been doing by accident. I reset their free time accounts and now it's all back to normal. ,achievement
8975,I went to see one of my favorite bands.,leisure
8976,I started a new program so that I can lose weight!,achievement
8977,Watching my daughter win her first award at her school's banquet.,affection
8978,I felt happ when I got to go fishing,enjoy_the_moment
8979,I was happy to host a Mother's Day party at work and bake goodies for my clients.,affection
8980,I organized a family reunion that went very smoothly.,affection
8981,Receiving an award for Chinese proficiency at my college.  I work really hard to develop my fluency and getting recognized for it (when I didn't even know such an award existed) gave me a little extra motivation to keep working hard. ,achievement
8982,I made out with a stranger from the internet.,bonding
8983,My sister came home from South Korea after spending a year there.,affection
8984,I got a dollar bonus for something I dont even remember doing on mturk today!,enjoy_the_moment
8985,I swatted for my carib studs exam and I was able to finish it in the time and attempted every question.,achievement
8986,"Upon waking up, a kitten curled up asleep on my chest purring away made me smile with joy.",affection
8987,I got free pizza at work last Friday. ,achievement
8988,I took my dogs to the dog park.,affection
8989,I cleaned my entire house and it looks great,achievement
8990,Getting paid on time to pay the electric right before it got shut off,achievement
8991,The cookies I made for some friends were very much enjoyed and received many compliments on how they tasted!,bonding
8992,When I won on a scratch off ticket and won $50.,achievement
8993," I was noticing how dirty my car was, even though i have tried to clean it out. so last month I decided to get my car detailed. I am so glad I made that decision. I feel like I am driving a brand new car, but I not. Its the same car I have been paying on for 3 years. I absolutely love driving my car now. ",achievement
8994,I found my dog after she had run away.,affection
8995,I reached a new level of working online and I almost make enough to not worry about trying to find work outside the home while my youngest is still in half day school.,achievement
8996,"My son received a $4,000 scholarship to college. ",affection
8997,"I was able to help a customer at work and they told me thank you, I felt appreciated.",achievement
8998,I had a really good day with my husband at the beach.,affection
8999,Having a smaller commute this week because I could work out of a different building.,achievement
9000,I was accepted into a Masters program that I applied to.,achievement
9001,Afterwards I walked further north which connected to an accessable shore area where sea turtles were resting peacefully on it's shores.,nature
9002,My shy cat came and cuddled on my lap when I was on my laptop.,bonding
9003,I caught a mareep in pokemon go. ,achievement
9004,Help my mom clean up the yard. ,affection
9005,I found some fidget spinners at a local store (Kroger's) and my kids are really into those. I bought some for them. The thought of them seeing them makes me feel happy!,affection
9006,I made lots of money and the tasks assigned to me were of low difficulty.,achievement
9007,"I ate breakfast out this morning with a colleague, and it was nice to catch and have time together.",bonding
9008,I reserved a new puppy who will come to live with me in a month.,affection
9009,I found 20 dollars in my coat pocket.,enjoy_the_moment
9010,I finished my work early and had time to play with my kiddos.,affection
9011,"I had dinner with my dad, who was in town.",affection
9012,I was able to fit into my old cheerleading outfit,achievement
9013,getting new job,achievement
9014,I went out to lunch with my girlfriend at macaroni grill.,affection
9015,I found out my car only needed a minor repair instead of the large repair I thought it needed.,achievement
9016,"I planned a spontaneous trip to visit friends in Washington, D.C. I got to buy the plane tickets and plan my travel then surprise them with the fact that I was coming to visit.",bonding
9017,I got an Amazon card I forgot I was expecting to get.,achievement
9018,I hit a long range shot into my wastebasket with a rolled up piece of paper. ,achievement
9019,"I made some amazing fried chicken for dinner tonight.  My boys absolutely loved it.  Usually they pick and prod their food, but they ate it up really quickly.  I'm really glad that they liked it, and I really like it too.  ",affection
9020,"We bought a new washer, dryer, and dishwasher.",achievement
9021,My husband called me sexy when I was getting ready for work. ,affection
9022,I got an A on a presentation.,achievement
9023,I achieved my exercise goal for the week.,achievement
9024,A third event that made me happy over the last few months was when I aced a test that I studied so hard for.,achievement
